Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,EXPFAIL
A1,Sample 1,Ofav,UNKNOWN,SYBR,None,20.82868385,20.23887253,0.834119201,,,,FALSE,0.2,TRUE,3,16,,Y,N
A2,Sample 2,Ofav,UNKNOWN,SYBR,None,17.11412621,16.97051239,0.203101948,,,,FALSE,0.2,TRUE,3,13,,N,N
A3,Sample 3,Ofav,UNKNOWN,SYBR,None,20.69661903,20.70051956,0.005514831,,,,FALSE,0.2,TRUE,3,16,,N,N
A4,Sample 4,Ofav,UNKNOWN,SYBR,None,19.98683167,20.00183678,0.021220433,,,,FALSE,0.2,TRUE,3,15,,N,N
A5,Sample 5,Ofav,UNKNOWN,SYBR,None,20.56245422,20.51974106,0.060404189,,,,FALSE,0.2,TRUE,3,16,,N,N
A6,Sample 6,Ofav,UNKNOWN,SYBR,None,19.20417595,19.20736122,0.004504655,,,,FALSE,0.2,TRUE,3,14,,N,N
A7,Sample 7,Ofav,UNKNOWN,SYBR,None,20.13928413,20.12257767,0.02362786,,,,FALSE,0.2,TRUE,3,16,,N,N
A8,Sample 8,Ofav,UNKNOWN,SYBR,None,19.48109245,19.35051727,0.184659839,,,,FALSE,0.2,TRUE,3,15,,N,N
A9,Sample 9,Ofav,UNKNOWN,SYBR,None,17.72931671,17.66669273,0.088563681,,,,FALSE,0.2,TRUE,3,13,,N,N
A10,Sample 10,Ofav,UNKNOWN,SYBR,None,20.50768471,20.59288025,0.120483339,,,,FALSE,0.2,TRUE,3,16,,N,N
A11,Sample 11,Ofav,UNKNOWN,SYBR,None,19.63886642,19.55436707,0.119498789,,,,FALSE,0.2,TRUE,3,14,,N,N
A12,Sample 12,Ofav,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,19.6490612,20.23887253,0.834119201,,,,FALSE,0.2,TRUE,3,15,,Y,N
B2,Sample 2,Ofav,UNKNOWN,SYBR,None,16.82689667,16.97051239,0.203101948,,,,FALSE,0.2,TRUE,3,13,,N,N
B3,Sample 3,Ofav,UNKNOWN,SYBR,None,20.70441818,20.70051956,0.005514831,,,,FALSE,0.2,TRUE,3,16,,N,N
B4,Sample 4,Ofav,UNKNOWN,SYBR,None,20.01684189,20.00183678,0.021220433,,,,FALSE,0.2,TRUE,3,15,,N,N
B5,Sample 5,Ofav,UNKNOWN,SYBR,None,20.4770298,20.51974106,0.060404189,,,,FALSE,0.2,TRUE,3,16,,N,N
B6,Sample 6,Ofav,UNKNOWN,SYBR,None,19.21054649,19.20736122,0.004504655,,,,FALSE,0.2,TRUE,3,14,,N,N
B7,Sample 7,Ofav,UNKNOWN,SYBR,None,20.10586929,20.12257767,0.02362786,,,,FALSE,0.2,TRUE,3,15,,N,N
B8,Sample 8,Ofav,UNKNOWN,SYBR,None,19.219944,19.35051727,0.184659839,,,,FALSE,0.2,TRUE,3,15,,N,N
B9,Sample 9,Ofav,UNKNOWN,SYBR,None,17.60406876,17.66669273,0.088563681,,,,FALSE,0.2,TRUE,3,13,,N,N
B10,Sample 10,Ofav,UNKNOWN,SYBR,None,20.67807388,20.59288025,0.120483339,,,,FALSE,0.2,TRUE,3,16,,N,N
B11,Sample 11,Ofav,UNKNOWN,SYBR,None,19.46986961,19.55436707,0.119498789,,,,FALSE,0.2,TRUE,3,15,,N,N
B12,Sample 12,Ofav,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
C1,Sample 1,A,UNKNOWN,SYBR,None,33.65405273,34.41747284,1.079639077,,,,FALSE,0.2,TRUE,3,29,,Y,N
C2,Sample 2,A,UNKNOWN,SYBR,None,32.58750534,32.54141235,0.065188028,,,,FALSE,0.2,TRUE,3,28,,N,N
C3,Sample 3,A,UNKNOWN,SYBR,None,35.36790085,35.68712616,0.45145008,,,,FALSE,0.2,TRUE,3,30,,N,N
C4,Sample 4,A,UNKNOWN,SYBR,None,37.47501373,36.84651184,0.888838589,,,,FALSE,0.2,TRUE,3,32,,Y,N
C5,Sample 5,A,UNKNOWN,SYBR,None,34.52505112,34.46409607,0.086200759,,,,FALSE,0.2,TRUE,3,30,,N,N
C6,Sample 6,A,UNKNOWN,SYBR,None,37.71104813,36.05476379,2.342337132,,,,FALSE,0.2,TRUE,3,33,,Y,N
C7,Sample 7,A,UNKNOWN,SYBR,None,29.76369667,29.73118973,0.045971759,,,,FALSE,0.2,TRUE,3,25,,N,N
C8,Sample 8,A,UNKNOWN,SYBR,None,36.25595093,36.39046097,0.190225929,,,,FALSE,0.2,TRUE,3,31,,N,N
C9,Sample 9,A,UNKNOWN,SYBR,None,35.23083496,34.30880737,1.303946614,,,,FALSE,0.2,TRUE,3,31,,Y,N
C10,Sample 10,A,UNKNOWN,SYBR,None,35.26237869,34.57061768,0.978295088,,,,FALSE,0.2,TRUE,3,30,,Y,N
C11,Sample 11,A,UNKNOWN,SYBR,None,34.9162178,36.08095932,1.647193193,,,,FALSE,0.2,TRUE,3,30,,Y,N
C12,Sample 12,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
D1,Sample 1,A,UNKNOWN,SYBR,None,35.18089294,34.41747284,1.079639077,,,,FALSE,0.2,TRUE,3,30,,Y,N
D2,Sample 2,A,UNKNOWN,SYBR,None,32.49531555,32.54141235,0.065188028,,,,FALSE,0.2,TRUE,3,28,,N,N
D3,Sample 3,A,UNKNOWN,SYBR,None,36.00634766,35.68712616,0.45145008,,,,FALSE,0.2,TRUE,3,31,,N,N
D4,Sample 4,A,UNKNOWN,SYBR,None,36.21800613,36.84651184,0.888838589,,,,FALSE,0.2,TRUE,3,31,,Y,N
D5,Sample 5,A,UNKNOWN,SYBR,None,34.40314484,34.46409607,0.086200759,,,,FALSE,0.2,TRUE,3,29,,N,N
D6,Sample 6,A,UNKNOWN,SYBR,None,34.39848328,36.05476379,2.342337132,,,,FALSE,0.2,TRUE,3,30,,Y,N
D7,Sample 7,A,UNKNOWN,SYBR,None,29.69868279,29.73118973,0.045971759,,,,FALSE,0.2,TRUE,3,25,,N,N
D8,Sample 8,A,UNKNOWN,SYBR,None,36.52497101,36.39046097,0.190225929,,,,FALSE,0.2,TRUE,3,32,,N,N
D9,Sample 9,A,UNKNOWN,SYBR,None,33.38677597,34.30880737,1.303946614,,,,FALSE,0.2,TRUE,3,29,,Y,N
D10,Sample 10,A,UNKNOWN,SYBR,None,33.87886047,34.57061768,0.978295088,,,,FALSE,0.2,TRUE,3,29,,Y,N
D11,Sample 11,A,UNKNOWN,SYBR,None,37.24570084,36.08095932,1.647193193,,,,FALSE,0.2,TRUE,3,32,,Y,N
D12,Sample 12,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
E1,Sample 1,B,UNKNOWN,SYBR,None,39.81245422,39.81245422,,,,,FALSE,0.2,TRUE,3,35,,N,N
E2,Sample 2,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E3,Sample 3,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E4,Sample 4,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,35,,N,N
E5,Sample 5,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E6,Sample 6,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E7,Sample 7,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E8,Sample 8,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E9,Sample 9,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,35,,N,N
E10,Sample 10,B,UNKNOWN,SYBR,None,39.46248627,39.46248627,,,,,FALSE,0.2,TRUE,3,35,,N,N
E11,Sample 11,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E12,Sample 12,B,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
