Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,EXPFAIL
B7,Sample 7,Ofav,UNKNOWN,SYBR,None,15.85483456,17.85061646,2.822462559,,,,FALSE,0.2,TRUE,3,12,,Y,N
B8,Sample 8,Ofav,UNKNOWN,SYBR,None,16.31863976,16.03453445,0.401786923,,,,FALSE,0.2,TRUE,3,13,,N,N
B9,Sample 9,Ofav,UNKNOWN,SYBR,None,18.63062668,18.60040665,0.042737577,,,,FALSE,0.2,TRUE,3,15,,N,N
B10,Sample 10,Ofav,UNKNOWN,SYBR,None,18.87059212,19.05673409,0.26324451,,,,FALSE,0.2,TRUE,3,14,,N,N
B11,Sample 11,Ofav,UNKNOWN,SYBR,None,17.27466583,17.51514816,0.340093374,,,,FALSE,0.2,TRUE,3,13,,N,N
B12,Sample 12,Ofav,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
C1,Sample 1,A,UNKNOWN,SYBR,None,32.73818207,32.66616821,0.101840273,,,,FALSE,0.2,TRUE,3,28,,N,N
C2,Sample 2,A,UNKNOWN,SYBR,None,33.8009758,33.27096939,0.749542236,,,,FALSE,0.2,TRUE,3,29,,Y,N
C3,Sample 3,A,UNKNOWN,SYBR,None,32.30219269,32.32113647,0.026787862,,,,FALSE,0.2,TRUE,3,28,,N,N
C4,Sample 4,A,UNKNOWN,SYBR,None,24.65339661,24.50428391,0.210875854,,,,FALSE,0.2,TRUE,3,20,,N,N
C5,Sample 5,A,UNKNOWN,SYBR,None,30.32919312,30.98487473,0.92727381,,,,FALSE,0.2,TRUE,3,26,,Y,N
C6,Sample 6,A,UNKNOWN,SYBR,None,20.56559372,20.62207222,0.07987266,,,,FALSE,0.2,TRUE,3,16,,N,N
C7,Sample 7,A,UNKNOWN,SYBR,None,30.25287056,30.57508278,0.455676883,,,,FALSE,0.2,TRUE,3,26,,N,N
C8,Sample 8,A,UNKNOWN,SYBR,None,25.47211647,25.42548943,0.065940596,,,,FALSE,0.2,TRUE,3,21,,N,N
C9,Sample 9,A,UNKNOWN,SYBR,None,31.96986198,32.01921844,0.069801927,,,,FALSE,0.2,TRUE,3,27,,N,N
C10,Sample 10,A,UNKNOWN,SYBR,None,31.98809052,32.10565186,0.166256845,,,,FALSE,0.2,TRUE,3,27,,N,N
C11,Sample 11,A,UNKNOWN,SYBR,None,33.59481049,33.28276062,0.441305161,,,,FALSE,0.2,TRUE,3,29,,N,N
C12,Sample 12,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
D1,Sample 1,A,UNKNOWN,SYBR,None,32.59415817,32.66616821,0.101840273,,,,FALSE,0.2,TRUE,3,28,,N,N
D2,Sample 2,A,UNKNOWN,SYBR,None,32.74096298,33.27096939,0.749542236,,,,FALSE,0.2,TRUE,3,28,,Y,N
D3,Sample 3,A,UNKNOWN,SYBR,None,32.34007645,32.32113647,0.026787862,,,,FALSE,0.2,TRUE,3,28,,N,N
D4,Sample 4,A,UNKNOWN,SYBR,None,24.35517311,24.50428391,0.210875854,,,,FALSE,0.2,TRUE,3,20,,N,N
D5,Sample 5,A,UNKNOWN,SYBR,None,31.64055634,30.98487473,0.92727381,,,,FALSE,0.2,TRUE,3,28,,Y,N
D6,Sample 6,A,UNKNOWN,SYBR,None,20.67855072,20.62207222,0.07987266,,,,FALSE,0.2,TRUE,3,16,,N,N
D7,Sample 7,A,UNKNOWN,SYBR,None,30.897295,30.57508278,0.455676883,,,,FALSE,0.2,TRUE,3,27,,N,N
D8,Sample 8,A,UNKNOWN,SYBR,None,25.37886238,25.42548943,0.065940596,,,,FALSE,0.2,TRUE,3,21,,N,N
D9,Sample 9,A,UNKNOWN,SYBR,None,32.06857681,32.01921844,0.069801927,,,,FALSE,0.2,TRUE,3,28,,N,N
D10,Sample 10,A,UNKNOWN,SYBR,None,32.2232132,32.10565186,0.166256845,,,,FALSE,0.2,TRUE,3,28,,N,N
D11,Sample 11,A,UNKNOWN,SYBR,None,32.97071075,33.28276062,0.441305161,,,,FALSE,0.2,TRUE,3,29,,N,N
D12,Sample 12,A,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
E1,Sample 1,B,UNKNOWN,SYBR,None,Undetermined,34.65682602,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E2,Sample 2,B,UNKNOWN,SYBR,None,Undetermined,34.99142838,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E3,Sample 3,B,UNKNOWN,SYBR,None,37.16357422,37.16357422,,,,,FALSE,0.2,TRUE,3,33,,N,N
E4,Sample 4,B,UNKNOWN,SYBR,None,38.20743942,36.3598671,2.612861872,,,,FALSE,0.2,TRUE,3,34,,Y,N
E5,Sample 5,B,UNKNOWN,SYBR,None,36.48996735,36.48996735,,,,,FALSE,0.2,TRUE,3,33,,N,N
E6,Sample 6,B,UNKNOWN,SYBR,None,33.39399338,33.80911636,0.587072551,,,,FALSE,0.2,TRUE,3,29,,Y,N
E7,Sample 7,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E8,Sample 8,B,UNKNOWN,SYBR,None,Undetermined,38.00518799,,,,,FALSE,0.2,TRUE,3,36,,N,Y
E9,Sample 9,B,UNKNOWN,SYBR,None,38.36112595,38.36112595,,,,,FALSE,0.2,TRUE,3,34,,N,N
E10,Sample 10,B,UNKNOWN,SYBR,None,38.17346191,38.17346191,,,,,FALSE,0.2,TRUE,3,34,,N,N
E11,Sample 11,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
E12,Sample 12,B,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
F1,Sample 1,B,UNKNOWN,SYBR,None,34.65682602,34.65682602,,,,,FALSE,0.2,TRUE,3,30,,N,N
F2,Sample 2,B,UNKNOWN,SYBR,None,34.99142838,34.99142838,,,,,FALSE,0.2,TRUE,3,30,,N,N
F3,Sample 3,B,UNKNOWN,SYBR,None,Undetermined,37.16357422,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F4,Sample 4,B,UNKNOWN,SYBR,None,34.51229477,36.3598671,2.612861872,,,,FALSE,0.2,TRUE,3,31,,Y,N
F5,Sample 5,B,UNKNOWN,SYBR,None,Undetermined,36.48996735,,,,,FALSE,0.2,TRUE,3,38,,N,Y
F6,Sample 6,B,UNKNOWN,SYBR,None,34.22423935,33.80911636,0.587072551,,,,FALSE,0.2,TRUE,3,30,,Y,N
F7,Sample 7,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,38,,N,Y
F8,Sample 8,B,UNKNOWN,SYBR,None,38.00518799,38.00518799,,,,,FALSE,0.2,TRUE,3,34,,N,N
F9,Sample 9,B,UNKNOWN,SYBR,None,Undetermined,38.36112595,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F10,Sample 10,B,UNKNOWN,SYBR,None,Undetermined,38.17346191,,,,,FALSE,0.2,TRUE,3,35,,N,Y
F11,Sample 11,B,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y
F12,Sample 12,B,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
G1,Sample 1,D,UNKNOWN,SYBR,None,20.01026344,20.24353027,0.329887778,,,,FALSE,0.2,TRUE,3,16,,N,N
G2,Sample 2,D,UNKNOWN,SYBR,None,20.7368412,20.65247345,0.119315371,,,,FALSE,0.2,TRUE,3,16,,N,N
G3,Sample 3,D,UNKNOWN,SYBR,None,19.97614288,20.03867722,0.08843825,,,,FALSE,0.2,TRUE,3,16,,N,N
G4,Sample 4,D,UNKNOWN,SYBR,None,20.2587471,20.25409126,0.006584349,,,,FALSE,0.2,TRUE,3,16,,N,N
G5,Sample 5,D,UNKNOWN,SYBR,None,19.41932869,19.49329376,0.10460376,,,,FALSE,0.2,TRUE,3,15,,N,N
G6,Sample 6,D,UNKNOWN,SYBR,None,20.86638069,20.78439903,0.115939572,,,,FALSE,0.2,TRUE,3,16,,N,N
G7,Sample 7,D,UNKNOWN,SYBR,None,19.8146534,19.85865021,0.062222235,,,,FALSE,0.2,TRUE,3,16,,N,N
G8,Sample 8,D,UNKNOWN,SYBR,None,19.80323601,20.16280746,0.508512199,,,,FALSE,0.2,TRUE,3,16,,Y,N
G9,Sample 9,D,UNKNOWN,SYBR,None,20.12125015,20.12640381,0.007287022,,,,FALSE,0.2,TRUE,3,16,,N,N
G10,Sample 10,D,UNKNOWN,SYBR,None,20.66326332,20.69344521,0.042683631,,,,FALSE,0.2,TRUE,3,16,,N,N
G11,Sample 11,D,UNKNOWN,SYBR,None,20.26480865,20.3465271,0.115568683,,,,FALSE,0.2,TRUE,3,16,,N,N
G12,Sample 12,D,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
H1,Sample 1,D,UNKNOWN,SYBR,None,20.4767952,20.24353027,0.329887778,,,,FALSE,0.2,TRUE,3,16,,N,N
H2,Sample 2,D,UNKNOWN,SYBR,None,20.56810379,20.65247345,0.119315371,,,,FALSE,0.2,TRUE,3,16,,N,N
H3,Sample 3,D,UNKNOWN,SYBR,None,20.10121346,20.03867722,0.08843825,,,,FALSE,0.2,TRUE,3,16,,N,N
H4,Sample 4,D,UNKNOWN,SYBR,None,20.24943542,20.25409126,0.006584349,,,,FALSE,0.2,TRUE,3,16,,N,N
H5,Sample 5,D,UNKNOWN,SYBR,None,19.56726074,19.49329376,0.10460376,,,,FALSE,0.2,TRUE,3,16,,N,N
H6,Sample 6,D,UNKNOWN,SYBR,None,20.70241737,20.78439903,0.115939572,,,,FALSE,0.2,TRUE,3,16,,N,N
H7,Sample 7,D,UNKNOWN,SYBR,None,19.90264893,19.85865021,0.062222235,,,,FALSE,0.2,TRUE,3,16,,N,N
H8,Sample 8,D,UNKNOWN,SYBR,None,20.52238083,20.16280746,0.508512199,,,,FALSE,0.2,TRUE,3,16,,Y,N
H9,Sample 9,D,UNKNOWN,SYBR,None,20.13155556,20.12640381,0.007287022,,,,FALSE,0.2,TRUE,3,16,,N,N
H10,Sample 10,D,UNKNOWN,SYBR,None,20.72362709,20.69344521,0.042683631,,,,FALSE,0.2,TRUE,3,16,,N,N
H11,Sample 11,D,UNKNOWN,SYBR,None,20.42824745,20.3465271,0.115568683,,,,FALSE,0.2,TRUE,3,16,,N,N
H12,Sample 12,D,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N
